t_index,term,df
11070,toppl,26
11071,torch,11
11072,tore,41
11073,tori,1
11074,torment,10
11075,torn,8
11076,torpedo,64
11077,torr,1
11078,torricelli,1
11079,torso,1
11080,tortilla,1
11081,tortur,14
11082,toscap,1
11083,toss,14
11084,tossup,3
11085,total,75
11086,totalitarian,1
11087,tote,4
11088,totter,1
11089,touch,37
11090,touchdown,1
11091,touchi,2
11092,tough,33
11093,toughen,1
11094,tougher,2
11095,toughest,2
11096,tour,46
11097,tourism,1
11098,tourist,12
11099,tournament,51
11100,tout,2
11101,tow,18
11102,towel,1
11103,tower,21
11104,town,115
11105,townsend,1
11106,townspeopl,2
11107,trac,1
11108,trace,13
11109,tracei,1
11110,traci,1
11111,track,47
11112,trade,72
11113,trader,11
11114,tradit,41
11115,tradition,4
11116,traffic,25
11117,traffick,22
11118,tragedi,48
11119,tragic,15
11120,trai,1
11121,trail,45
11122,trailer,13
11123,train,57
11124,trainer,14
11125,traips,1
11126,trait,1
11127,traition,1
11128,traitor,1
11129,trajkov,1
11130,trampl,2
11131,tran,7
11132,trang,1
11133,tranquil,6
11134,transact,6
11135,transcend,1
11136,transcript,6
11137,transfer,27
11138,transform,6
11139,transit,45
11140,translat,21
11141,transmiss,2
11142,transmit,1
11143,transmitt,1
11144,transnat,1
11145,transpar,13
11146,transpir,3
11147,transport,55
11148,traor,1
11149,trap,73
11150,trash,13
11151,trauma,7
11152,traumat,5
11153,travail,1
11154,travel,71
11155,travelg,1
11156,travesti,2
11157,tread,1
11158,treason,2
11159,treasur,5
11160,treasuri,2
11161,treat,39
11162,treati,7
11163,treatment,34
11164,trebjesanin,1
11165,tredwai,1
11166,tree,13
11167,treeless,1
11168,trek,2
11169,trembl,1
11170,tremend,8
11171,tremor,23
11172,trench,2
11173,trenchantli,1
11174,trend,17
11175,trent,7
11176,tri,118
11177,triag,1
11178,trial,82
11179,triangl,1
11180,tribal,10
11181,tribe,9
11182,tribesmen,1
11183,tribespeopl,1
11184,tribun,30
11185,tribut,12
11186,trichovich,1
11187,trick,13
11188,tricki,6
11189,trickl,4
11190,tricov,1
11191,trident,1
11192,trigger,28
11193,trillion,2
11194,trim,12
11195,trio,1
11196,trip,83
11197,tripl,4
11198,triplett,1
11199,tripoli,1
11200,tripp,1
11201,triumph,15
11202,trivedi,1
11203,troop,67
11204,trooper,5
11205,trophi,3
11206,tropic,1
11207,trot,2
11208,troubl,64
11209,troublemak,1
11210,troublesom,2
11211,trounc,1
11212,troup,1
11213,trove,1
11214,trty,1
11215,truce,3
11216,truck,66
11217,trucker,2
11218,truckload,5
11219,true,36
11220,truer,1
11221,truli,16
11222,truman,5
11223,trumpet,4
11224,trundl,1
11225,trust,26
11226,trustworthi,1
11227,truth,20
11228,truthfulli,2
11229,try,260
11230,tsvangirai,1
11231,tu,1
11232,tube,11
11233,tuck,3
11234,tucker,1
11235,tudela,10
11236,tudjman,3
11237,tuesdai,164
11238,tug,4
11239,tugboat,1
11240,tull,7
11241,tumb,1
11242,tumbl,7
11243,tumult,2
11244,tumultu,5
11245,tuna,1
11246,tune,7
11247,tuneup,2
11248,tungata,1
11249,tunisia,1
11250,tunnel,5
11251,tupac,4
11252,turban,1
11253,turbin,3
11254,turbul,4
11255,tureen,1
11256,turf,1
11257,turk,2
11258,turkei,17
11259,turkish,2
11260,turmoil,16
11261,turn,182
11262,turnaround,2
11263,turncoat,1
11264,turner,1
11265,turnout,27
11266,turnov,7
11267,tusca,1
11268,tussl,1
11269,tutori,1
11270,tuxedo,1
11271,tv,64
11272,twa,1
11273,twelfth,1
11274,twice,42
11275,twig,1
11276,twin,14
11277,twist,21
11278,tx,14
11279,ty,4
11280,tyner,1
11281,type,23
11282,typewrit,1
11283,typhu,1
11284,typic,6
11285,typifi,1
11286,typograph,2
11287,tyranni,3
11288,tyrant,2
11289,tyson,5
11290,tysyacheletiy,1
11291,u,424
11292,ueno,2
11293,ufwet,1
11294,ugaz,3
11295,ugli,3
11296,uh,1
11297,ulihrach,2
11298,ultim,31
11299,ultimatum,3
11300,ultra,1
11301,ultralight,3
11302,ultramodern,2
11303,ultranationalist,3
11304,umbil,1
11305,umbrella,2
11306,umc,1
11307,umesh,1
11308,umpir,6
11309,unabl,24
11310,unaccept,7
11311,unaccount,12
11312,unambigu,1
11313,unanim,6
11314,unannounc,4
11315,unansw,4
11316,unapologet,1
11317,unarm,5
11318,unattend,1
11319,unauthor,3
11320,unavoid,2
11321,unawar,3
11322,unbalanc,1
11323,unbear,1
11324,unbeaten,1
11325,unbeliev,6
11326,unbias,2
11327,unborn,1
11328,unbridl,1
11329,unbroken,2
11330,uncal,1
11331,uncanni,1
11332,unceasingli,1
11333,uncertain,14
11334,uncertainti,12
11335,unchalleng,3
11336,unchang,6
11337,uncharacterist,2
11338,uncharismat,1
11339,uncheck,4
11340,uncl,9
11341,unclaim,2
11342,unclassifi,3
11343,unclear,27
11344,uncoil,1
11345,uncollect,1
11346,uncomfort,2
11347,uncommit,2
11348,uncommon,1
11349,unconcern,1
11350,uncondit,2
11351,uncondition,2
11352,unconfirm,3
11353,unconsci,2
11354,unconstitut,2
11355,unconvinc,1
11356,uncork,1
11357,uncorrupt,1
11358,uncount,1
11359,uncov,14
11360,uncrit,1
11361,undaunt,1
11362,undecid,8
11363,undef,1
11364,undemocrat,3
11365,underag,4
11366,undercov,1
11367,undercut,9
11368,underdog,1
11369,underestim,5
11370,undergo,7
11371,undergon,1
11372,underground,6
11373,underli,3
11374,underlin,3
11375,undermin,14
11376,underneath,7
11377,underpaid,1
11378,underscor,14
11379,undersea,1
11380,undersecretari,5
11381,undersheriff,2
11382,understaf,1
11383,understand,55
11384,understat,1
11385,understood,11
11386,understudi,1
11387,undertak,5
11388,undertaken,6
11389,underton,1
11390,undertook,1
11391,underw,5
11392,underwai,9
11393,underwat,21
11394,underwood,1
11395,underworld,3
11396,undescrib,1
11397,undeserv,2
11398,undetect,6
11399,undisclos,2
11400,undisput,2
11401,undisturb,1
11402,undivid,1
11403,undo,1
11404,undoc,1
11405,undon,1
11406,undoubtedli,3
11407,undu,2
11408,unduli,2
11409,unearth,4
11410,uneasi,8
11411,unelect,1
11412,unemploi,2
11413,unemploy,3
11414,unenforc,1
11415,unequivoc,2
11416,uner,2
11417,unesco,1
11418,unexpect,9
11419,unexpectedli,4
11420,unexpir,1
11421,unexplain,4
11422,unexplod,4
11423,unfair,13
11424,unfairli,4
11425,unfamiliar,4
11426,unfathom,2
11427,unfaz,3
11428,unfett,9
11429,unfinish,4
11430,unfit,15
11431,unflatt,1
11432,unfold,12
11433,unforc,12
11434,unfortun,17
11435,unfound,3
11436,unfurl,1
11437,ungovern,2
11438,unhappi,4
11439,unharm,5
11440,unheard,1
11441,unhelp,1
11442,unhurt,1
11443,unicef,1
11444,unidentifi,15
11445,unif,2
11446,unifi,12
11447,uniform,24
11448,unilater,1
11449,unimagin,3
11450,uninform,1
11451,uninhabit,1
11452,unintellig,1
11453,unintend,1
11454,union,60
11455,unionist,2
11456,uniqu,3
11457,unit,376
11458,uniti,23
11459,univers,65
11460,univis,3
11461,unjust,3
11462,unjustifi,7
11463,unjustli,1
11464,unknowingli,1
11465,unknown,38
11466,unlaw,1
11467,unleash,5
11468,unless,14
11469,unlevel,1
11470,unlik,31
11471,unlimit,2
11472,unload,11
11473,unman,1
11474,unmark,1
11475,unmistak,2
11476,unnam,4
11477,unnecessari,6
11478,unnot,1
11479,unoffici,5
11480,unpack,1
11481,unpalat,1
11482,unpolish,1
11483,unpopular,7
11484,unpreced,27
11485,unprecedentedli,1
11486,unpredict,4
11487,unpretenti,2
11488,unprint,1
11489,unprotect,4
11490,unpunish,1
11491,unquestion,1
11492,unravel,8
11493,unreason,2
11494,unrecov,1
11495,unregul,3
11496,unrel,5
11497,unreli,2
11498,unrepres,2
11499,unresolv,4
11500,unrest,17
11501,unrestrict,1
11502,unsaf,3
11503,unsatisfactori,4
11504,unsatisfi,1
11505,unsavori,2
11506,unscath,5
11507,unschedul,2
11508,unscom,1
11509,unscript,1
11510,unscrupul,2
11511,unseason,1
11512,unseat,11
11513,unsecur,4
11514,unseed,12
11515,unseen,2
11516,unselfish,1
11517,unsettl,6
11518,unshaken,2
11519,unshaven,1
11520,unsheath,1
11521,unspecif,3
11522,unspecifi,6
11523,unspectacular,3
11524,unspoken,1
11525,unstabl,9
11526,unsteadi,1
11527,unsteadili,1
11528,unsubstanti,2
11529,unsuccess,12
11530,unsuccessfulli,3
11531,unsupervis,2
11532,unsur,6
11533,unsuspect,1
11534,unswervingli,2
11535,unsympathet,1
11536,untabul,2
11537,untaint,1
11538,untal,1
11539,untap,2
11540,untest,2
11541,unthink,3
11542,unthreaten,2
11543,untold,2
11544,untouch,3
11545,untreat,2
11546,untrustworthi,1
11547,untruth,2
11548,unus,2
11549,unusu,29
11550,unveil,3
11551,unwant,3
11552,unwarr,1
11553,unwil,10
11554,unwilling,3
11555,unwis,2
11556,unwittingli,2
11557,up,1
11558,upbeat,1
11559,upcom,10
11560,updat,18
11561,upfront,1
11562,upheav,5
11563,upheld,1
11564,uphil,2
11565,uphold,3
11566,upkeep,1
11567,upper,8
11568,upris,44
11569,uproar,5
11570,uproot,1
11571,upscal,3
11572,upset,40
11573,upshot,1
11574,upsid,3
11575,upstag,1
11576,upstart,2
11577,upstat,2
11578,upsurg,1
11579,upto,1
11580,upward,2
11581,ural,2
11582,urban,8
11583,urdu,2
11584,ureg,1
11585,urg,92
11586,urgenc,4
11587,urgent,12
11588,uruguai,2
11589,urvashi,1
11590,us,308
11591,usa,6
11592,usaid,2
11593,usama,1
11594,usdoj,1
11595,usha,1
11596,usher,3
11597,uss,228
11598,ussol,1
11599,ussr,2
11600,ustacov,1
11601,ustakov,1
11602,ustokov,1
11603,usual,39
11604,usulutan,1
11605,utah,6
11606,utensil,1
11607,util,5
11608,uttar,4
11609,utter,3
11610,utterli,14
11611,uvarov,1
11612,uvil,1
11613,uwint,1
11614,uzic,1
11615,v,15
11616,va,39
11617,vacanc,11
11618,vacant,3
11619,vacat,15
11620,vacuum,5
11621,vadim,8
11622,vagari,1
11623,vagu,3
11624,vaibhav,3
11625,vaidya,1
11626,vain,6
11627,vajpaye,13
11628,valdimir,2
11629,valentin,37
11630,valetin,1
11631,valiantli,1
11632,valid,6
11633,vall,1
11634,vallanc,1
11635,vallei,4
11636,vallentin,1
11637,valu,21
11638,valuabl,8
11639,van,21
11640,vandal,3
11641,vanek,9
11642,vanish,6
11643,vanquish,2
11644,vantag,1
11645,vap,1
11646,vapid,1
11647,vara,3
11648,varadero,1
11649,varga,3
11650,vari,7
11651,variat,2
11652,varieti,9
11653,variou,24
11654,various,1
11655,varonec,1
11656,vasiltsov,1
11657,vassal,1
11658,vast,23
11659,vastli,4
11660,vat,1
11661,vault,3
11662,vavrinec,1
11663,ve,137
11664,vecernj,2
11665,vedrin,4
11666,veekz,1
11667,veen,1
11668,vega,4
11669,veget,1
11670,vehement,3
11671,vehicl,47
11672,veil,9
11673,vein,1
11674,velensuela,1
11675,velez,1
11676,velimir,2
11677,vellari,1
11678,vend,1
11679,vendor,2
11680,veneer,1
11681,venero,1
11682,venezuela,3
11683,venezuelan,2
11684,veng,2
11685,venom,2
11686,vent,1
11687,ventil,1
11688,ventur,15
11689,ventura,1
11690,venturoni,1
11691,venu,36
11692,verandah,2
11693,verb,2
11694,verbal,3
11695,verdict,24
11696,verg,7
11697,verifi,7
11698,vermont,3
11699,vern,24
11700,vernon,6
11701,vero,3
11702,veronica,1
11703,veronika,1
11704,vers,5
11705,version,18
11706,versu,1
11707,vertigo,1
11708,veselinov,1
11709,vesna,2
11710,vessel,56
11711,vest,8
11712,vestig,7
11713,vet,2
11714,veteran,41
11715,veto,2
11716,vetrivinia,1
11717,vex,1
11718,vi,3
11719,vibe,1
11720,vibrat,1
11721,vicar,1
11722,vicario,3
11723,vice,91
11724,vicent,1
11725,viciou,3
11726,vick,1
11727,victim,104
11728,victor,14
11729,victori,140
11730,video,40
11731,videodisc,1
11732,videotap,30
11733,vidyayevo,1
11734,vienna,1
11735,viet,3
11736,vietcong,1
11737,vietnam,55
11738,vietnames,45
11739,view,61
11740,viewer,6
11741,viewpoint,1
11742,vigil,23
11743,vigor,10
11744,vij,1
11745,vijai,1
11746,vijesti,1
11747,vike,1
11748,vikram,1
11749,viktor,1
11750,vila,1
11751,vile,1
11752,vilifi,4
11753,villa,4
11754,villag,34
11755,villain,1
11756,villamil,1
11757,villanueva,3
11758,vilonuaeva,1
11759,vinc,1
11760,vincent,4
11761,vinci,4
11762,vinciguerra,2
11763,vindic,3
11764,vindict,2
11765,vineet,2
11766,vinegar,1
11767,vini,1
11768,vinroot,1
11769,vintag,1
11770,violat,31
11771,violenc,106
11772,violent,33
11773,vip,2
11774,viral,1
11775,virgin,2
11776,virgini,4
11777,virginia,61
11778,virginian,1
11779,virtu,3
11780,virtual,25
11781,viru,7
11782,virul,1
11783,visa,8
11784,viscer,1
11785,visibl,37
11786,vision,11
11787,visit,155
11788,visitor,6
11789,visor,1
11790,vista,1
11791,visual,4
11792,vital,17
11793,vitali,1
11794,vitamin,1
11795,vitup,1
11796,vituper,1
11797,vivid,5
11798,vividli,2
11799,viyanka,2
11800,vladamiro,1
11801,vladan,2
11802,vlademi,1
11803,vlademiro,1
11804,vladimero,1
11805,vladimir,79
11806,vladimiro,42
11807,vlajko,4
11808,vlatislav,1
11809,vm,4
11810,vo,2
11811,voa,58
11812,vocabulari,1
11813,vocal,3
11814,vodafon,7
11815,vogu,2
11816,voic,35
11817,void,7
11818,voinovich,1
11819,voislav,1
11820,vojislav,98
11821,vojislov,3
11822,vojvodina,5
11823,volatil,18
11824,volcan,1
11825,volcano,1
11826,volgin,1
11827,vollei,16
11828,volta,1
11829,volum,1
11830,volunt,28
11831,voluntarili,2
11832,von,5
11833,vopt,1
11834,vote,183
11835,voter,65
11836,vow,45
11837,voyag,5
11838,vranj,2
11839,vranjkov,1
11840,vu,1
11841,vucic,1
11842,vuk,5
11843,vukicev,1
11844,vulcanologist,1
11845,vulner,35
11846,vuong,1
11847,vy,2
11848,vya,3
11849,vyacheslav,4
11850,vycheslav,1
11851,w,79
11852,wa,2
11853,wad,1
11854,wada,1
11855,wade,4
11856,wadi,2
11857,waft,2
11858,wage,14
11859,wagner,3
11860,wahab,1
11861,wai,304
11862,waifish,1
11863,waight,1
11864,wail,9
11865,wainek,1
11866,waisman,1
11867,waistband,1
11868,wait,99
11869,waiv,7
11870,waiver,5
11871,wake,32
11872,wakeforest,1
11873,wakil,1
11874,wal,1
11875,walden,2
11876,waldo,1
11877,walk,69
11878,walker,7
11879,walki,1
11880,walkout,7
11881,wall,73
11882,wallac,3
11883,walter,6
11884,wand,2
11885,wanda,1
11886,wander,15
11887,wane,9
11888,wanna,1
11889,want,287
11890,war,197
11891,ward,5
11892,warden,4
11893,ware,1
11894,warehous,3
11895,warfar,9
11896,warhead,1
11897,wari,6
11898,warili,1
11899,warm,14
11900,warmer,1
11901,warmest,1
11902,warmli,2
11903,warmth,2
11904,warmup,4
11905,warn,109
11906,warner,6
11907,warp,1
11908,warplan,5
11909,warrant,16
11910,warren,9
11911,warrior,5
11912,warsaw,1
11913,warship,77
11914,wartim,2
11915,wash,9
11916,washak,1
11917,washington,212
11918,wasn,55
11919,wast,5
11920,wastag,1
11921,watch,99
11922,watchdog,2
11923,watcher,5
11924,watchman,3
11925,watchtow,1
11926,water,114
11927,waterfront,2
11928,waterg,1
11929,waterlin,11
11930,watermelon,1
11931,watersh,1
11932,waterwai,2
11933,watkin,1
11934,watson,2
11935,wave,60
11936,waver,2
11937,wax,1
11938,waybourn,1
11939,wayn,6
11940,wayner,1
11941,wbai,1
11942,wc,1
11943,wcau,1
11944,weak,28
11945,weaken,8
11946,weaker,9
11947,wealth,8
11948,wealthi,15
11949,wealthier,1
11950,wealthiest,1
11951,weapon,75
11952,weaponri,9
11953,wear,40
11954,weari,15
11955,weather,48
11956,weav,1
11957,web,18
11958,webb,1
11959,weber,1
11960,websit,7
11961,webster,8
11962,wed,10
11963,wedg,1
11964,wednesdai,177
11965,wee,3
11966,week,380
11967,weekend,65
11968,weekli,10
11969,weekz,1
11970,weep,14
11971,weigh,13
11972,weight,14
11973,weighti,1
11974,weingartn,2
11975,weird,3
11976,welcom,49
11977,weld,7
11978,welder,1
11979,weldon,2
11980,welfar,3
11981,well,4
11982,wen,1
11983,wendi,1
11984,went,159
11985,wento,1
11986,wep,2
11987,wept,4
11988,weren,24
11989,weslei,3
11990,west,125
11991,western,121
11992,westminst,1
11993,westward,1
11994,wet,3
11995,wethi,10
11996,wgbh,6
11997,wha,1
11998,whack,2
11999,whale,2
12000,whatsoev,3
12001,wheat,1
12002,wheaton,1
12003,wheel,9
12004,wheelchair,1
12005,wheeler,3
12006,whereabout,23
12007,whet,1
12008,whiff,1
12009,whilst,3
12010,whim,1
12011,whip,5
12012,whippani,1
12013,whirlwind,1
12014,whisk,1
12015,whisper,3
12016,whistl,5
12017,whistleblow,1
12018,whitacr,1
12019,white,168
12020,whitewash,3
12021,whitewat,19
12022,whitman,3
12023,whitmir,1
12024,whittl,2
12025,wholeheartedli,1
12026,wholesal,1
12027,wholesom,1
12028,wholli,1
12029,whop,4
12030,wi,5
12031,wibberlei,5
12032,wichita,1
12033,wick,1
12034,wide,73
12035,widen,7
12036,wider,9
12037,widespread,18
12038,widow,45
12039,wield,7
12040,wife,131
12041,wiland,1
12042,wild,20
12043,wildcard,1
12044,wildest,1
12045,wildli,6
12046,wildlif,1
12047,wilk,1
12048,will,27
12049,willi,4
12050,william,143
12051,williams,2
12052,williamsport,4
12053,willing,8
12054,wilma,1
12055,wilson,31
12056,wimbledon,23
12057,win,153
12058,wind,24
12059,windfal,1
12060,windi,1
12061,window,43
12062,windowless,1
12063,wing,7
12064,wingat,1
12065,winner,86
12066,winsegerera,1
12067,winston,5
12068,winter,4
12069,winton,2
12070,wipe,16
12071,wire,17
12072,wisconsin,15
12073,wisdom,3
12074,wise,6
12075,wiser,2
12076,wish,38
12077,wisher,3
12078,wisnep,1
12079,wisnip,1
12080,wist,1
12081,wit,76
12082,witch,1
12083,withdraw,19
12084,withdrawn,5
12085,withdrew,16
12086,wither,1
12087,withheld,4
12088,withhold,5
12089,withstand,8
12090,withstood,3
12091,witless,2
12092,witt,1
12093,wittmann,2
12094,wive,2
12095,wnbc,1
12096,wo,2
12097,wodi,1
12098,woe,1
12099,woefulli,1
12100,woke,5
12101,woken,3
12102,wolf,4
12103,wolfenson,1
12104,wolfowitz,1
12105,wolfson,4
12106,woman,61
12107,women,106
12108,won,173
12109,wond,1
12110,wonder,41
12111,wont,1
12112,woo,2
12113,wood,18
12114,wooden,10
12115,woodford,2
12116,woodgouskov,1
12117,woodland,14
12118,woodleaf,1
12119,woodridg,1
12120,woodrow,2
12121,woodruff,8
12122,woodword,1
12123,woolridg,1
12124,woolsei,1
12125,wooster,1
12126,word,92
12127,wore,22
12128,work,321
12129,workadai,1
12130,workboat,1
12131,worker,141
12132,workforc,4
12133,workmen,1
12134,workplac,1
12135,workshop,3
12136,worl,1
12137,world,244
12138,worldconcern,1
12139,worldli,2
12140,worldrelief,1
12141,worldvis,1
12142,worldwid,22
12143,worn,9
12144,worri,52
12145,worriesom,1
12146,worrisom,1
12147,wors,28
12148,worsen,6
12149,worship,15
12150,worshipp,1
12151,worst,60
12152,worth,26
12153,worthsal,1
12154,worthwhil,1
12155,wouldn,48
12156,wound,100
12157,wow,1
12158,wrack,4
12159,wrangl,2
12160,wrap,17
12161,wraparound,1
12162,wrath,2
12163,wrc,1
12164,wre,1
12165,wreak,3
12166,wreck,14
12167,wreckag,24
12168,wrench,9
12169,wrest,5
12170,wring,3
12171,wrinkl,1
12172,wrist,3
12173,writ,1
12174,write,29
12175,writer,11
12176,written,44
12177,wrn,1
12178,wrong,50
12179,wrongdo,8
12180,wrote,41
12181,wrought,1
12182,wta,2
12183,www,61
12184,wxyz,1
12185,wych,3
12186,wyo,5
12187,wyom,3
12188,x,6
12189,xavier,1
12190,xenophob,3
12191,xenophobia,2
12192,xiang,1
12193,xinjiang,2
12194,xuan,1
12195,y,29
12196,ya,1
12197,yaakov,1
12198,yacht,3
12199,yahia,1
12200,yakovlev,1
12201,yale,2
12202,yamoussoukro,1
12203,yan,1
12204,yank,2
12205,yanke,1
12206,yanyodiwich,1
12207,yapi,1
12208,yard,22
12209,yarra,1
12210,yashwant,1
12211,yasser,14
12212,yassir,1
12213,yaun,1
12214,yaya,1
12215,ye,26
12216,yeah,13
12217,year,578
12218,yearli,1
12219,yell,2
12220,yellow,7
12221,yeltsin,4
12222,yemen,240
12223,yemeni,129
12224,yere,1
12225,yeshiva,1
12226,yesterdai,67
12227,yevgen,1
12228,yevgeni,27
12229,yi,1
12230,yield,10
12231,yodowich,1
12232,yojislav,1
12233,yomiuri,2
12234,yonah,1
12235,yopougon,5
12236,yore,1
12237,york,91
12238,yorker,3
12239,yorkman,1
12240,yoshiro,5
